,acyear,nationality,gender,subj_code,subj_name,stud_count
413,2018,NATA,GESW,SF276,Wirtschaftsmathematik,151
414,2019,NATA,GESW,SF167,Europäische Wirtschaft,71
415,2018,NATA,GESW,SF130,Westslawisch (allgemein und a.n.g.),5
416,2021,NATD,GESM,SF141,Abfallwirtschaft,9
417,2021,NATA,GESW,SF226,Verfahrenstechnik,178
418,2018,NATA,GESW,SF036,Sonstige Regionalwissenschaften,46
419,2022,NATA,GESM,SF005,Klassische Philologie,3
420,2020,NATD,GESM,SF098,Sportpädagogik/Sportpsychologie,811
421,2020,NATD,GESM,SF108,Metalltechnik,65
422,2023,NATA,GESM,SF042,Wirtschaftsrecht,97
423,2022,NATD,GESM,SF136,Religionswissenschaft,36
424,2023,NATD,GESM,SF128,Physik,3683
425,2022,NATA,GESW,SF084,Italienisch,70
426,2021,NATA,GESW,SF128,Physik,533
427,2019,NATA,GESW,SF128,Physik,426
428,2021,NATA,GESW,SF222,Kommunikations- und Informationstechnik,158
429,2021,NATD,GESW,SF032,Chemie,2002
430,2023,NATA,GESM,SF282,Biotechnologie,265
431,2022,NATA,GESM,SF050,Geografie/Erdkunde,104
432,2019,NATD,GESW,SF272,Alte Geschichte,17
433,2022,NATA,GESM,SF196,Studienkolleg,0
434,2021,NATD,GESW,SF178,Wirtschafts-/Sozialgeografie,0
435,2022,NATA,GESM,SF206,Polnisch,2
436,2018,NATD,GESW,SF231,Druck- und Reproduktionstechnik,98
437,2023,NATD,GESM,SF222,Kommunikations- und Informationstechnik,505
438,2023,NATA,GESM,SF188,Allgemeine Literaturwissenschaft,32
439,2018,NATA,GESW,SF171,Vermessungswesen (Geodäsie),90
440,2019,NATD,GESW,SF032,Chemie,2389
441,2020,NATA,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),1
442,2019,NATD,GESW,SF178,Wirtschafts-/Sozialgeografie,0
443,2023,NATA,GESW,SF134,Raumplanung,201
444,2020,NATA,GESM,SF044,Ost- und Südosteuropa-Studien,8
445,2019,NATA,GESM,SF276,Wirtschaftsmathematik,108
446,2018,NATA,GESM,SF043,Neugriechisch,2
447,2023,NATD,GESW,SF065,Geologie/Paläontologie,3
448,2021,NATD,GESM,SF086,"Katholische Theologie, - Religionslehre",113
449,2018,NATD,GESW,SF138,Agrarbiologie,83
450,2020,NATA,GESW,SF184,Wirtschaftswissenschaften,1266
451,2021,NATA,GESM,SF275,Wissenschaftsgeschichte/Technikgeschichte,0
452,2019,NATD,GESM,SF085,Japanologie,189
453,2020,NATD,GESW,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),1525
454,2018,NATA,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),4
455,2019,NATA,GESM,SF130,Westslawisch (allgemein und a.n.g.),4
456,2022,NATD,GESW,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),507
457,2020,NATD,GESM,SF093,Landespflege/Landschaftsgestaltung,323
458,2020,NATD,GESM,SF103,Markscheidewesen,2
459,2018,NATA,GESW,SF077,Wasserwirtschaft,56
460,2021,NATA,GESM,SF035,Darstellende Kunst/Bühnenkunst/Regie,21
461,2019,NATD,GESW,SF271,Deutsch als Fremdsprache oder als Zweitsprache,194
462,2019,NATA,GESM,SF036,Sonstige Regionalwissenschaften,21
463,2019,NATA,GESW,SF222,Kommunikations- und Informationstechnik,134
464,2018,NATA,GESM,SF189,Niederdeutsch,0
465,2020,NATD,GESM,SF009,Anthropologie (Humanbiologie),3
466,2022,NATA,GESM,SF290,Sonstige Fächer,492
467,2018,NATD,GESM,SF094,Wasserbau,95
468,2021,NATD,GESW,SF272,Alte Geschichte,16
469,2022,NATA,GESM,SF300,Biomedizin,51
470,2018,NATD,GESM,SF104,Maschinenbau/-wesen,10445
471,2022,NATA,GESW,SF083,Islamwissenschaft,11
472,2021,NATA,GESW,SF127,Philosophie,324
473,2023,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,37
474,2019,NATA,GESW,SF223,Nautik/Seefahrt,13
475,2021,NATA,GESW,SF223,Nautik/Seefahrt,12
476,2021,NATD,GESW,SF429,Stahlbau,0
477,2019,NATD,GESW,SF429,Stahlbau,0
478,2023,NATD,GESM,SF129,Politikwissenschaft/Politologie,1375
479,2022,NATA,GESM,SF197,Holzbau,2
480,2021,NATD,GESW,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,639
481,2022,NATA,GESM,SF207,Sorabistik,1
482,2019,NATD,GESW,SF273,Mittlere und neuere Geschichte,21
483,2023,NATA,GESM,SF041,Sonstiges Orientierungsstudium,11
484,2022,NATD,GESM,SF231,Druck- und Reproduktionstechnik,84
485,2021,NATD,GESW,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,271
486,2022,NATA,GESM,SF051,Erziehungsschwierigenpädagogik (ab 2016 zu SF190),0
487,2018,NATA,GESM,SF282,Biotechnologie,166
488,2019,NATA,GESW,SF129,Politikwissenschaft/Politologie,1041
489,2020,NATD,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",298
490,2022,NATD,GESW,SF071,Haushalts- und Ernährungswissenschaft,522
491,2020,NATD,GESM,SF102,Schauspiel,23
492,2021,NATA,GESM,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,1442
493,2020,NATA,GESM,SF282,Biotechnologie,180
494,2020,NATA,GESM,SF042,Wirtschaftsrecht,83
495,2021,NATA,GESM,SF130,Westslawisch (allgemein und a.n.g.),2
496,2023,NATA,GESM,SF019-07,Friesisch (2007 aufgelöst),0
497,2020,NATD,GESW,SF245,Sozialpädagogik,1703
498,2019,NATD,GESW,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,897
499,2018,NATD,GESW,SF230,Gesang,40
500,2023,NATD,GESM,SF223,Nautik/Seefahrt,82
501,2020,NATA,GESW,SF186,Lernbereich Naturwissenschaft/Sachunterricht,17
502,2019,NATD,GESW,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,345
503,2022,NATD,GESM,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",69
504,2022,NATD,GESW,SF321,Erwachsenenbildung und außerschulische Jugendbild.,118
505,2020,NATA,GESW,SF185,Zahnmedizin,124
506,2021,NATA,GESM,SF276,Wirtschaftsmathematik,70
507,2018,NATD,GESM,SF095,Latein,113
508,2020,NATD,GESW,SF005,Klassische Philologie,20
509,2018,NATD,GESM,SF105,Mathematik,3705
510,2020,NATA,GESM,SF043,Neugriechisch,1
511,2018,NATA,GESW,SF172,Verwaltungswissenschaft/-wesen,89
512,2019,NATA,GESM,SF275,Wissenschaftsgeschichte/Technikgeschichte,1
513,2023,NATD,GESW,SF064,Naturschutz,39
514,2021,NATD,GESM,SF085,Japanologie,173
515,2018,NATA,GESM,SF188,Allgemeine Literaturwissenschaft,32
516,2018,NATD,GESW,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",299
517,2020,NATD,GESM,SF008,Anglistik/Englisch,1740
518,2018,NATA,GESW,SF078,Indologie,2
519,2021,NATA,GESM,SF036,Sonstige Regionalwissenschaften,7
520,2020,NATA,GESM,SF189,Niederdeutsch,0
521,2023,NATA,GESW,SF135,Rechtswissenschaft,1465
522,2022,NATD,GESW,SF227,Weinbau und Kellerwirtschaft,55
523,2018,NATA,GESM,SF042,Wirtschaftsrecht,94
524,2022,NATD,GESM,SF230,Gesang,12
525,2023,NATA,GESM,SF280,Kartografie,15
526,2022,NATA,GESW,SF333,Haushaltswissenschaft,0
527,2019,NATD,GESM,SF084,Italienisch,32
528,2021,NATD,GESW,SF273,Mittlere und neuere Geschichte,10
529,2019,NATA,GESM,SF035,Darstellende Kunst/Bühnenkunst/Regie,32
530,2021,NATA,GESW,SF126,Pharmazie,334
531,2019,NATA,GESW,SF126,Pharmazie,276
532,2019,NATD,GESW,SF034,Dänisch,5
533,2021,NATD,GESW,SF034,Dänisch,12
534,2023,NATA,GESM,SF284,Angewandte Sprachwissenschaft,53
535,2022,NATA,GESM,SF194,Tonmeister,23
536,2021,NATD,GESW,SF274,Tourismuswirtschaft,970
537,2019,NATD,GESW,SF274,Tourismuswirtschaft,1371
538,2022,NATA,GESM,SF204,Malerei,13
539,2022,NATD,GESM,SF232,Gesundheitswissenschaften/-management,933
540,2023,NATD,GESM,SF464,Facility Management,177
541,2022,NATA,GESW,SF086,"Katholische Theologie, - Religionslehre",8
542,2022,NATD,GESW,SF070,Griechisch,24
543,2021,NATA,GESW,SF220,Milch- und Molkereiwirtschaft,2
544,2023,NATD,GESW,SF312,Statistik,67
545,2023,NATA,GESW,SF230,Gesang,79
546,2023,NATA,GESM,SF044,Ost- und Südosteuropa-Studien,4
547,2022,NATD,GESW,SF320,Ernährungswissenschaft,739
548,2022,NATD,GESM,SF138,Agrarbiologie,18
549,2020,NATA,GESW,SF089,Verkehrsingenieurwesen,55
550,2021,NATA,GESM,SF273,Mittlere und neuere Geschichte,4
551,2020,NATA,GESM,SF041,Sonstiges Orientierungsstudium,0
552,2021,NATA,GESM,SF429,Stahlbau,0
553,2020,NATD,GESW,SF090,Lernbereich Geisteswissenschaften,996
554,2023,NATD,GESM,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,167
555,2019,NATA,GESM,SF034,Dänisch,0
556,2023,NATD,GESW,SF219,Kunststofftechnik,15
557,2020,NATD,GESM,SF095,Latein,83
558,2018,NATA,GESW,SF075,Holzwirtschaft,1
559,2020,NATD,GESM,SF105,Mathematik,3214
560,2018,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,53
561,2021,NATA,GESM,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,174
562,2020,NATA,GESM,SF188,Allgemeine Literaturwissenschaft,21
563,2018,NATD,GESM,SF008,Anglistik/Englisch,1712
564,2023,NATA,GESW,SF136,Religionswissenschaft,34
565,2022,NATD,GESW,SF226,Verfahrenstechnik,344
566,2019,NATA,GESM,SF274,Tourismuswirtschaft,115
567,2023,NATD,GESW,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
568,2018,NATA,GESM,SF041,Sonstiges Orientierungsstudium,0
569,2018,NATD,GESW,SF234,Pflegewissenschaft/-management,1274
570,2021,NATD,GESM,SF182,Internationale Betriebswirtschaft/Management,1899
571,2020,NATA,GESW,SF182,Internationale Betriebswirtschaft/Management,1998
572,2021,NATA,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,495
573,2019,NATD,GESM,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
574,2020,NATD,GESW,SF006,Amerikanistik/Amerikakunde,236
575,2018,NATD,GESM,SF092,"Kunstgeschichte, Kunstwissenschaft",284
576,2018,NATD,GESM,SF102,Schauspiel,20
577,2021,NATD,GESM,SF088,Optoelektronik,33
578,2019,NATA,GESW,SF220,Milch- und Molkereiwirtschaft,3
579,2022,NATA,GESW,SF180,Kaukasistik,1
580,2019,NATD,GESM,SF181,Wirtschaftspädagogik,300
581,2022,NATA,GESM,SF195,Gesundheitspädagogik,10
582,2021,NATD,GESW,SF275,Wissenschaftsgeschichte/Technikgeschichte,2
583,2022,NATA,GESM,SF205,Bildhauerei/Plastik,4
584,2023,NATD,GESM,SF225,Textil- und Bekleidungstechnik/-gewerbe,45
585,2019,NATD,GESW,SF275,Wissenschaftsgeschichte/Technikgeschichte,1
586,2022,NATD,GESM,SF233,Nichtärztliche Heilberufe/Therapien,440
587,2023,NATA,GESM,SF043,Neugriechisch,0
588,2021,NATD,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,51
589,2019,NATD,GESW,SF035,Darstellende Kunst/Bühnenkunst/Regie,94
590,2022,NATA,GESW,SF085,Japanologie,54
591,2021,NATA,GESW,SF129,Politikwissenschaft/Politologie,900
592,2019,NATA,GESW,SF127,Philosophie,389
593,2021,NATA,GESW,SF221,Bioinformatik,88
594,2023,NATA,GESM,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),7
595,2020,NATA,GESM,SF280,Kartografie,22
596,2020,NATA,GESM,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",42
597,2019,NATA,GESM,SF272,Alte Geschichte,0
598,2021,NATD,GESM,SF180,Kaukasistik,0
599,2023,NATD,GESW,SF061,Meliorationswesen,0
600,2018,NATD,GESW,SF232,Gesundheitswissenschaften/-management,3888
601,2022,NATD,GESW,SF225,Textil- und Bekleidungstechnik/-gewerbe,131
602,2022,NATD,GESM,SF139,Russisch,11
603,2018,NATA,GESM,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",21
604,2023,NATD,GESW,SF457,Umwelttechnik (einschließlich Recycling),239
605,2021,NATA,GESM,SF274,Tourismuswirtschaft,90
606,2020,NATD,GESW,SF101,Restaurierungskunde,74
607,2020,NATD,GESW,SF091,Kunsterziehung,464
608,2018,NATA,GESM,SF280,Kartografie,24
609,2023,NATA,GESM,SF189,Niederdeutsch,0
610,2018,NATA,GESW,SF170,Verhaltensgestörtenpädagogik (ab 2016 zu SF190),0
611,2020,NATA,GESM,SF186,Lernbereich Naturwissenschaft/Sachunterricht,2
612,2020,NATD,GESW,SF247,Medizinische Informatik,218
613,2019,NATD,GESM,SF086,"Katholische Theologie, - Religionslehre",189
614,2021,NATA,GESM,SF034,Dänisch,0
615,2020,NATA,GESM,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,33
616,2019,NATA,GESM,SF033,Chemie-Ingenieurwesen/Chemieverfahrenstechnik,195
617,2023,NATA,GESW,SF231,Druck- und Reproduktionstechnik,24
618,2020,NATA,GESW,SF183,Wirtschafts-/Sozialgeschichte,12
619,2020,NATD,GESW,SF007,Angewandte Kunst,325
620,2023,NATD,GESW,SF458,Umweltschutz,84
621,2018,NATD,GESM,SF009,Anthropologie (Humanbiologie),24
622,2019,NATA,GESM,SF429,Stahlbau,0
623,2019,NATA,GESM,SF273,Mittlere und neuere Geschichte,4
624,2020,NATD,GESM,SF094,Wasserbau,73
625,2021,NATD,GESM,SF181,Wirtschaftspädagogik,290
626,2018,NATA,GESW,SF076,Hütten- und Gießereiwesen,22
627,2023,NATD,GESW,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
628,2020,NATD,GESM,SF104,Maschinenbau/-wesen,8457
629,2018,NATA,GESM,SF186,Lernbereich Naturwissenschaft/Sachunterricht,4
630,2018,NATD,GESW,SF233,Nichtärztliche Heilberufe/Therapien,1734
631,2019,NATD,GESM,SF180,Kaukasistik,0
632,2023,NATA,GESW,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",144
633,2018,NATD,GESM,SF093,Landespflege/Landschaftsgestaltung,291
634,2018,NATD,GESM,SF103,Markscheidewesen,1
635,2019,NATA,GESW,SF221,Bioinformatik,67
636,2019,NATA,GESM,SF179,Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.,705
637,2021,NATD,GESM,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
638,2018,NATD,GESW,SF139,Russisch,51
639,2022,NATA,GESM,SF108,Metalltechnik,2
640,2023,NATA,GESM,SF140,Angewandte Systemwissenschaften,249
641,2022,NATA,GESM,SF098,Sportpädagogik/Sportpsychologie,52
642,2023,NATD,GESM,SF070,Griechisch,7
643,2022,NATA,GESW,SF182,Internationale Betriebswirtschaft/Management,2652
644,2023,NATD,GESM,SF226,Verfahrenstechnik,410
645,2023,NATA,GESM,SF380,Mechatronik,1044
646,2023,NATA,GESW,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,651
647,2019,NATD,GESW,SF174,Volkskunde,94
648,2022,NATD,GESW,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,87
649,2020,NATA,GESW,SF189,Niederdeutsch,0
650,2023,NATA,GESW,SF130,Westslawisch (allgemein und a.n.g.),2
651,2023,NATA,GESM,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
652,2020,NATD,GESM,SF245,Sozialpädagogik,332
653,2022,NATA,GESW,SF088,Optoelektronik,3
654,2023,NATD,GESM,SF320,Ernährungswissenschaft,137
655,2022,NATD,GESW,SF464,Facility Management,229
656,2023,NATA,GESW,SF276,Wirtschaftsmathematik,181
657,2023,NATA,GESM,SF286,Mikrosystemtechnik,162
658,2020,NATA,GESW,SF043,Neugriechisch,7
659,2020,NATA,GESM,SF185,Zahnmedizin,87
660,2022,NATD,GESM,SF038,Lateinamerika-Studien,6
661,2023,NATA,GESW,SF036,Sonstige Regionalwissenschaften,54
662,2023,NATD,GESW,SF163,Rhythmik,1
663,2021,NATD,GESM,SF184,Wirtschaftswissenschaften,4569
664,2020,NATA,GESW,SF282,Biotechnologie,275
665,2020,NATD,GESW,SF102,Schauspiel,37
666,2020,NATD,GESW,SF092,"Kunstgeschichte, Kunstwissenschaft",1210
667,2019,NATD,GESM,SF183,Wirtschafts-/Sozialgeschichte,7
668,2018,NATD,GESW,SF080,Instrumentalmusik,139
669,2018,NATA,GESW,SF175,Volkswirtschaftslehre,532
670,2018,NATA,GESM,SF185,Zahnmedizin,122
671,2020,NATD,GESM,SF005,Klassische Philologie,18
672,2021,NATA,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
673,2019,NATD,GESW,SF173,Ethnologie,356
674,2023,NATD,GESW,SF069,Grafikdesign/Kommunikationsgestaltung,1938
675,2021,NATA,GESW,SF123,Ingenieurinformatik/Technische Informatik,184
676,2022,NATD,GESM,SF131,Portugiesisch,1
677,2020,NATD,GESW,SF008,Anglistik/Englisch,4838
678,2019,NATA,GESW,SF124,Ozeanografie,1
679,2019,NATA,GESM,SF134,Raumplanung,143
680,2022,NATA,GESM,SF192,Dirigieren,15
681,2021,NATD,GESW,SF174,Volkskunde,67
682,2021,NATA,GESM,SF039,Geowissenschaften allgemein,167
683,2022,NATD,GESM,SF371,Tierproduktion,0
684,2018,NATD,GESM,SF006,Amerikanistik/Amerikakunde,90
685,2022,NATA,GESM,SF202,Fertigungs-/Produktionstechnik,171
686,2021,NATA,GESW,SF029,Sportwissenschaft,131
687,2022,NATD,GESM,SF039,Geowissenschaften allgemein,660
688,2022,NATA,GESW,SF181,Wirtschaftspädagogik,29
689,2019,NATA,GESW,SF125,Agrarökonomie,56
690,2022,NATA,GESM,SF109,Publizistik (ab 2008 zu SF303),0
691,2022,NATA,GESM,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
692,2023,NATD,GESM,SF071,Haushalts- und Ernährungswissenschaft,127
693,2019,NATD,GESW,SF175,Volkswirtschaftslehre,780
694,2023,NATD,GESM,SF227,Weinbau und Kellerwirtschaft,70
695,2019,NATA,GESM,SF039,Geowissenschaften allgemein,217
696,2022,NATD,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
697,2018,NATD,GESM,SF090,Lernbereich Geisteswissenschaften,106
698,2021,NATA,GESW,SF365,Pädagogik der frühen Kindheit,53
699,2022,NATA,GESW,SF087,Körperbehindertenpädagogik (ab 2016 zu SF190),0
700,2023,NATA,GESW,SF371,Tierproduktion,1
701,2019,NATD,GESM,SF089,Verkehrsingenieurwesen,423
702,2020,NATA,GESW,SF044,Ost- und Südosteuropa-Studien,15
703,2020,NATA,GESM,SF184,Wirtschaftswissenschaften,1131
704,2020,NATD,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),495
705,2018,NATA,GESM,SF184,Wirtschaftswissenschaften,1294
706,2023,NATD,GESM,SF321,Erwachsenenbildung und außerschulische Jugendbild.,39
707,2020,NATA,GESW,SF284,Angewandte Sprachwissenschaft,141
708,2022,NATD,GESW,SF223,Nautik/Seefahrt,23
709,2023,NATA,GESW,SF131,Portugiesisch,10
710,2020,NATA,GESW,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),5
711,2020,NATD,GESW,SF103,Markscheidewesen,2
712,2020,NATD,GESW,SF093,Landespflege/Landschaftsgestaltung,529
713,2018,NATD,GESM,SF007,Angewandte Kunst,117
714,2018,NATA,GESW,SF270,Berufs- und Wirtschaftspädagogik,3
715,2023,NATA,GESW,SF277,Wirtschaftsinformatik,1038
716,2023,NATD,GESW,SF162,Caritaswissenschaft,0
717,2018,NATD,GESW,SF235,Fahrzeugtechnik,102
718,2021,NATD,GESM,SF183,Wirtschafts-/Sozialgeschichte,1
719,2021,NATA,GESM,SF134,Raumplanung,110
720,2019,NATD,GESM,SF088,Optoelektronik,31
721,2018,NATA,GESW,SF176,Werkerziehung,1
722,2022,NATD,GESW,SF129,Politikwissenschaft/Politologie,1332
723,2018,NATA,GESW,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",432
724,2023,NATA,GESW,SF037,Archiv- und Dokumentationswissenschaft,6
725,2021,NATA,GESW,SF122,"Orientalistik, Altorientalistik",18
726,2022,NATD,GESM,SF132,Psychologie,2274
727,2018,NATD,GESM,SF091,Kunsterziehung,85
728,2020,NATD,GESW,SF009,Anthropologie (Humanbiologie),36
729,2018,NATD,GESM,SF101,Restaurierungskunde,15
730,2023,NATD,GESW,SF068,Geschichte,1463
731,2021,NATD,GESM,SF089,Verkehrsingenieurwesen,311
732,2022,NATA,GESM,SF193,Kirchenmusik,6
733,2018,NATD,GESM,SF247,Medizinische Informatik,183
734,2021,NATD,GESW,SF175,Volkswirtschaftslehre,540
735,2022,NATA,GESM,SF203,Industriedesign/Produktgestaltung,87
736,2019,NATD,GESM,SF182,Internationale Betriebswirtschaft/Management,2229
737,2019,NATA,GESM,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
738,2019,NATA,GESW,SF365,Pädagogik der frühen Kindheit,56
739,2021,NATA,GESW,SF028,Brauwesen/Getränketechnologie,4
740,2019,NATD,GESW,SF176,Werkerziehung,12
741,2021,NATD,GESW,SF176,Werkerziehung,9
742,2022,NATA,GESM,SF106,Tanzpädagogik,10
743,2021,NATA,GESW,SF268,Verkehrswesen,0
744,2022,NATD,GESM,SF134,Raumplanung,248
745,2022,NATA,GESM,SF096,Lebensmittelchemie,6
746,2023,NATD,GESM,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),1553
747,2022,NATA,GESW,SF184,Wirtschaftswissenschaften,1605
748,2019,NATA,GESW,SF028,Brauwesen/Getränketechnologie,10
749,2020,NATD,GESM,SF091,Kunsterziehung,62
750,2020,NATA,GESM,SF183,Wirtschafts-/Sozialgeschichte,7
751,2019,NATD,GESW,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",910
752,2020,NATD,GESM,SF101,Restaurierungskunde,23
753,2018,NATA,GESM,SF183,Wirtschafts-/Sozialgeschichte,6
754,2022,NATD,GESW,SF222,Kommunikations- und Informationstechnik,77
755,2020,NATA,GESW,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,57
756,2023,NATA,GESW,SF132,Psychologie,1324
757,2023,NATA,GESM,SF142,Schiffbau/Schiffstechnik,33
758,2021,NATA,GESM,SF371,Tierproduktion,1
759,2019,NATA,GESM,SF132,Psychologie,299
760,2021,NATD,GESM,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",25
761,2018,NATA,GESW,SF173,Ethnologie,66
762,2018,NATA,GESM,SF089,Verkehrsingenieurwesen,160
763,2020,NATD,GESM,SF007,Angewandte Kunst,143
764,2021,NATA,GESM,SF131,Portugiesisch,3
765,2020,NATA,GESW,SF040,"Interdisz. Studien (Schwerpunkt Kunst, Kunstwiss.)",55
766,2020,NATD,GESM,SF247,Medizinische Informatik,248
767,2023,NATA,GESM,SF048,Elektrotechnik/Elektronik,2802
768,2022,NATD,GESW,SF128,Physik,1607
769,2023,NATA,GESW,SF038,Lateinamerika-Studien,9
770,2021,NATD,GESM,SF280,Kartografie,29
771,2023,NATD,GESW,SF161,Diakoniewissenschaft,29
772,2021,NATA,GESM,SF277,Wirtschaftsinformatik,954
773,2020,NATA,GESW,SF280,Kartografie,14
774,2020,NATD,GESW,SF104,Maschinenbau/-wesen,1108
775,2020,NATD,GESW,SF094,Wasserbau,49
776,2019,NATD,GESM,SF185,Zahnmedizin,360
777,2019,NATA,GESW,SF122,"Orientalistik, Altorientalistik",23
778,2019,NATA,GESM,SF038,Lateinamerika-Studien,6
779,2021,NATD,GESW,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",852
780,2022,NATA,GESM,SF190,Sonderpädagogik,7
781,2018,NATA,GESW,SF079,Informatik,1307
782,2021,NATA,GESM,SF037,Archiv- und Dokumentationswissenschaft,0
783,2021,NATD,GESW,SF270,Berufs- und Wirtschaftspädagogik,73
784,2022,NATA,GESM,SF200,Computer- und Kommunikationstechniken,172
785,2018,NATD,GESM,SF004,Interdisz. Studien (Schwerpunkt Geisteswiss.),462
786,2019,NATA,GESW,SF268,Verkehrswesen,0
787,2023,NATD,GESW,SF067,Germanistik/Deutsch,5903
788,2021,NATA,GESW,SF125,Agrarökonomie,71
789,2021,NATD,GESM,SF186,Lernbereich Naturwissenschaft/Sachunterricht,156
790,2018,NATD,GESW,SF082,Holz-/Fasertechnik,24
791,2023,NATD,GESM,SF019-07,Friesisch (2007 aufgelöst),0
792,2019,NATD,GESW,SF177,Werkstofftechnik,142
793,2021,NATD,GESW,SF177,Werkstofftechnik,83
794,2019,NATA,GESW,SF029,Sportwissenschaft,134
795,2021,NATA,GESW,SF269,Zoll- und Steuerverwaltung,5
796,2022,NATD,GESW,SF221,Bioinformatik,120
797,2022,NATD,GESM,SF135,Rechtswissenschaft,4176
798,2019,NATA,GESW,SF269,Zoll- und Steuerverwaltung,5
799,2023,NATA,GESM,SF141,Abfallwirtschaft,0
800,2022,NATA,GESW,SF183,Wirtschafts-/Sozialgeschichte,14
801,2022,NATA,GESM,SF107,Medizin (Allgemein-Medizin),692
802,2020,NATA,GESM,SF182,Internationale Betriebswirtschaft/Management,1818
803,2022,NATA,GESM,SF097,Lebensmitteltechnologie,42
804,2023,NATD,GESM,SF073,Judaistik/Hebräisch,18
805,2020,NATA,GESW,SF188,Allgemeine Literaturwissenschaft,83
806,2019,NATD,GESW,SF031,Byzantinistik,0
807,2023,NATA,GESM,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
808,2022,NATD,GESW,SF127,Philosophie,1137
809,2019,NATA,GESM,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,1568
810,2022,NATA,GESW,SF089,Verkehrsingenieurwesen,57
811,2020,NATD,GESM,SF090,Lernbereich Geisteswissenschaften,129
812,2020,NATA,GESM,SF088,Optoelektronik,16
813,2020,NATA,GESW,SF042,Wirtschaftsrecht,166
814,2023,NATA,GESM,SF287,Neue Medien,34
815,2018,NATA,GESM,SF182,Internationale Betriebswirtschaft/Management,1807
816,2021,NATA,GESM,SF132,Psychologie,329
817,2019,NATD,GESM,SF184,Wirtschaftswissenschaften,4784
818,2020,NATA,GESM,SF089,Verkehrsingenieurwesen,230
819,2020,NATA,GESW,SF041,Sonstiges Orientierungsstudium,0
820,2018,NATD,GESW,SF081,Iranistik,19
821,2023,NATD,GESW,SF316,Elektronische Energietechnik,22
822,2019,NATA,GESM,SF131,Portugiesisch,2
823,2023,NATA,GESW,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
824,2020,NATD,GESW,SF095,Latein,133
825,2020,NATD,GESW,SF105,Mathematik,4170
826,2019,NATA,GESM,SF371,Tierproduktion,1
827,2018,NATA,GESW,SF174,Volkskunde,11
828,2018,NATA,GESM,SF088,Optoelektronik,12
829,2023,NATD,GESW,SF160,Computerlinguistik,69
