,year,nationality,gender,passed,subj_code,subj_name,number
8736,2022,NATA,GESW,PRUEFBESTJ,SF156,Tiermedizin/Veterinärmedizin,62
8737,2020,NATA,GESM,PRUEFBESTN,SF029,Sportwissenschaft,5
8738,2022,NATD,GESM,PRUEFBESTJ,SF280,Kartografie,17
8739,2018,NATD,GESM,PRUEFBESTN,SF196,Studienkolleg,0
8740,2020,NATA,GESW,PRUEFBESTJ,SF094,Wasserbau,39
8741,2023,NATA,GESW,PRUEFBESTJ,SF069,Grafikdesign/Kommunikationsgestaltung,525
8742,2022,NATA,GESM,PRUEFBESTJ,SF292,Islamische Studien/Islamische Theologie,15
8743,2022,NATD,GESW,PRUEFBESTJ,SF144,Technische Kybernetik,27
8744,2018,NATA,GESM,PRUEFBESTJ,SF061,Meliorationswesen,0
8745,2018,NATD,GESW,PRUEFBESTN,SF034,Dänisch,0
8746,2018,NATD,GESW,PRUEFBESTJ,SF177,Werkstofftechnik,242
8747,2018,NATA,GESW,PRUEFBESTN,SF166,Sportmanagement/Sportökonomie,0
8748,2020,NATD,GESM,PRUEFBESTN,SF257,Arbeits- und Berufsberatung,2
8749,2022,NATA,GESM,PRUEFBESTJ,SF208,Soziale Arbeit,165
8750,2018,NATD,GESW,PRUEFBESTN,SF274,Tourismuswirtschaft,49
8751,2020,NATD,GESW,PRUEFBESTN,SF096,Lebensmittelchemie,3
8752,2023,NATD,GESW,PRUEFBESTN,SF046,Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232),0
8753,2020,NATD,GESW,PRUEFBESTJ,SF082,Holz-/Fasertechnik,20
8754,2022,NATD,GESM,PRUEFBESTN,SF282,Biotechnologie,11
8755,2022,NATA,GESW,PRUEFBESTN,SF265,Bankwesen,0
8756,2018,NATD,GESM,PRUEFBESTN,SF050,Geografie/Erdkunde,94
8757,2018,NATD,GESM,PRUEFBESTN,SF206,Polnisch,0
8758,2020,NATD,GESW,PRUEFBESTN,SF106,Tanzpädagogik,0
8759,2020,NATA,GESM,PRUEFBESTN,SF269,Zoll- und Steuerverwaltung,0
8760,2018,NATA,GESW,PRUEFBESTJ,SF189,Niederdeutsch,0
8761,2022,NATA,GESW,PRUEFBESTJ,SF010,Arabisch/Arabistik,6
8762,2022,NATA,GESW,PRUEFBESTN,SF264,Sozialversicherung,0
8763,2023,NATD,GESM,PRUEFBESTN,SF458,Umweltschutz,7
8764,2020,NATA,GESM,PRUEFBESTJ,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",4
8765,2023,NATD,GESM,PRUEFBESTN,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
8766,2019,NATA,GESW,PRUEFBESTJ,SF050,Geografie/Erdkunde,96
8767,2021,NATD,GESM,PRUEFBESTJ,SF141,Abfallwirtschaft,14
8768,2022,NATA,GESM,PRUEFBESTJ,SF209,Tschechisch,1
8769,2021,NATA,GESM,PRUEFBESTJ,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",3
8770,2021,NATD,GESW,PRUEFBESTJ,SF137,"Romanistik (Roman.Philologie,Einzelsprach. a.n.g.)",263
8771,2018,NATA,GESM,PRUEFBESTJ,SF310,Regenerative Energien,44
8772,2020,NATD,GESW,PRUEFBESTJ,SF081,Iranistik,6
8773,2018,NATA,GESW,PRUEFBESTJ,SF283,Landschaftsökol./Biogeografie (ab 2012 ohne SF385),1
8774,2021,NATA,GESW,PRUEFBESTJ,SF029,Sportwissenschaft,78
8775,2021,NATD,GESW,PRUEFBESTJ,SF231,Druck- und Reproduktionstechnik,131
8776,2022,NATA,GESM,PRUEFBESTN,SF175,Volkswirtschaftslehre,19
8777,2019,NATA,GESW,PRUEFBESTJ,SF290,Sonstige Fächer,1
8778,2020,NATA,GESW,PRUEFBESTJ,SF093,Landespflege/Landschaftsgestaltung,67
8779,2022,NATA,GESW,PRUEFBESTN,SF025,Biochemie,0
8780,2018,NATD,GESW,PRUEFBESTJ,SF271,Deutsch als Fremdsprache oder als Zweitsprache,638
8781,2018,NATA,GESM,PRUEFBESTJ,SF060,Gartenbau,17
8782,2021,NATA,GESM,PRUEFBESTJ,SF059,Französisch,21
8783,2023,NATA,GESW,PRUEFBESTN,SF031,Byzantinistik,0
8784,2020,NATA,GESM,PRUEFBESTJ,SF266,Finanzverwaltung,1
8785,2021,NATD,GESM,PRUEFBESTJ,SF047,Krankenpflege-Ausbildung (ab 2004 zu SF234),0
8786,2020,NATA,GESW,PRUEFBESTJ,SF103,Markscheidewesen,1
8787,2022,NATA,GESM,PRUEFBESTJ,SF199,Lernbereich Technik,1
8788,2019,NATA,GESW,PRUEFBESTJ,SF300,Biomedizin,50
8789,2023,NATA,GESM,PRUEFBESTN,SF074,Transport-/Fördertechnik,0
8790,2022,NATD,GESM,PRUEFBESTN,SF043,Neugriechisch,0
8791,2023,NATA,GESW,PRUEFBESTN,SF177,Werkstofftechnik,4
8792,2022,NATD,GESM,PRUEFBESTJ,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,46
8793,2022,NATD,GESW,PRUEFBESTN,SF146,Slawistik (Slawische Philologie),0
8794,2023,NATA,GESW,PRUEFBESTN,SF271,Deutsch als Fremdsprache oder als Zweitsprache,9
8795,2021,NATD,GESM,PRUEFBESTN,SF010,Arabisch/Arabistik,0
8796,2021,NATD,GESW,PRUEFBESTN,SF113,Musikerziehung,5
8797,2019,NATA,GESM,PRUEFBESTN,SF212,Feinwerktechnik,0
8798,2021,NATA,GESW,PRUEFBESTN,SF365,Pädagogik der frühen Kindheit,0
8799,2019,NATD,GESW,PRUEFBESTJ,SF064,Naturschutz,131
8800,2021,NATD,GESW,PRUEFBESTN,SF353,Pflanzenproduktion,0
8801,2019,NATD,GESM,PRUEFBESTJ,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),126
8802,2022,NATD,GESM,PRUEFBESTN,SF189,Niederdeutsch,0
8803,2021,NATA,GESM,PRUEFBESTN,SF262,Bibliothekswesen,0
8804,2023,NATD,GESM,PRUEFBESTN,SF312,Statistik,3
8805,2019,NATD,GESM,PRUEFBESTN,SF190,Sonderpädagogik,4
8806,2021,NATA,GESW,PRUEFBESTJ,SF123,Ingenieurinformatik/Technische Informatik,89
8807,2021,NATD,GESM,PRUEFBESTJ,SF287,Neue Medien,192
8808,2019,NATA,GESW,PRUEFBESTJ,SF196,Studienkolleg,0
8809,2019,NATD,GESM,PRUEFBESTJ,SF081,Iranistik,2
8810,2019,NATA,GESW,PRUEFBESTJ,SF206,Polnisch,2
8811,2019,NATA,GESM,PRUEFBESTJ,SF103,Markscheidewesen,0
8812,2019,NATA,GESM,PRUEFBESTJ,SF093,Landespflege/Landschaftsgestaltung,24
8813,2019,NATD,GESW,PRUEFBESTN,SF303,Kommunikationswissenschaft/Publizistik,33
8814,2019,NATD,GESM,PRUEFBESTN,SF200,Computer- und Kommunikationstechniken,40
8815,2021,NATA,GESW,PRUEFBESTN,SF125,Agrarökonomie,0
8816,2023,NATD,GESW,PRUEFBESTJ,SF270,Berufs- und Wirtschaftspädagogik,206
8817,2021,NATA,GESW,PRUEFBESTJ,SF269,Zoll- und Steuerverwaltung,9
8818,2021,NATA,GESM,PRUEFBESTN,SF022,Informations-/Bibliothekswiss. (nicht f. Verw.-FH),0
8819,2020,NATA,GESM,PRUEFBESTJ,SF312,Statistik,0
8820,2018,NATD,GESW,PRUEFBESTN,SF042,Wirtschaftsrecht,92
8821,2020,NATA,GESM,PRUEFBESTN,SF268,Verkehrswesen,0
8822,2018,NATA,GESW,PRUEFBESTN,SF176,Werkerziehung,0
8823,2022,NATA,GESW,PRUEFBESTJ,SF099,Lernbehindertenpädagogik (ab 2016 zu SF190),0
8824,2023,NATA,GESW,PRUEFBESTJ,SF162,Caritaswissenschaft,2
8825,2018,NATD,GESM,PRUEFBESTJ,SF163,Rhythmik,0
8826,2023,NATD,GESW,PRUEFBESTJ,SF174,Volkskunde,153
8827,2018,NATA,GESM,PRUEFBESTN,SF117,Ausländerpädagogik,0
8828,2020,NATD,GESW,PRUEFBESTN,SF180,Kaukasistik,0
8829,2018,NATA,GESM,PRUEFBESTJ,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
8830,2020,NATD,GESM,PRUEFBESTN,SF254,Sachunterricht (einschließlich Schulgarten),0
8831,2023,NATD,GESW,PRUEFBESTN,SF007,Angewandte Kunst,1
8832,2023,NATA,GESW,PRUEFBESTJ,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",3
8833,2019,NATA,GESM,PRUEFBESTN,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
8834,2020,NATA,GESM,PRUEFBESTJ,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
8835,2019,NATA,GESW,PRUEFBESTN,SF252,Journalistik (ab 2008 zu SF303),0
8836,2018,NATD,GESM,PRUEFBESTN,SF093,Landespflege/Landschaftsgestaltung,8
8837,2023,NATA,GESM,PRUEFBESTJ,SF129,Politikwissenschaft/Politologie,384
8838,2019,NATD,GESM,PRUEFBESTN,SF205,Bildhauerei/Plastik,0
8839,2022,NATD,GESW,PRUEFBESTJ,SF085,Japanologie,147
8840,2019,NATD,GESM,PRUEFBESTN,SF195,Gesundheitspädagogik,2
8841,2023,NATD,GESW,PRUEFBESTN,SF091,Kunsterziehung,3
8842,2020,NATA,GESM,PRUEFBESTN,SF122,"Orientalistik, Altorientalistik",1
8843,2018,NATA,GESW,PRUEFBESTN,SF030,"Interdisz.Studien(Schwerp.Rechts-,Wirt.-u.Sozialw)",3
8844,2023,NATD,GESW,PRUEFBESTN,SF247,Medizinische Informatik,3
8845,2021,NATD,GESM,PRUEFBESTN,SF210,Verkehrswirtschaft,0
8846,2023,NATD,GESM,PRUEFBESTN,SF058,"Forstwissenschaft, -wirtschaft",78
8847,2018,NATD,GESW,PRUEFBESTJ,SF232,Gesundheitswissenschaften/-management,4696
8848,2021,NATA,GESM,PRUEFBESTN,SF464,Facility Management,1
8849,2018,NATA,GESW,PRUEFBESTJ,SF090,Lernbereich Geisteswissenschaften,27
8850,2018,NATD,GESM,PRUEFBESTN,SF103,Markscheidewesen,0
8851,2022,NATA,GESW,PRUEFBESTJ,SF109,Publizistik (ab 2008 zu SF303),0
8852,2018,NATD,GESW,PRUEFBESTN,SF282,Biotechnologie,46
8853,2020,NATA,GESM,PRUEFBESTJ,SF458,Umweltschutz,65
8854,2019,NATD,GESW,PRUEFBESTN,SF144,Technische Kybernetik,1
8855,2019,NATD,GESW,PRUEFBESTJ,SF321,Erwachsenenbildung und außerschulische Jugendbild.,517
8856,2023,NATD,GESM,PRUEFBESTN,SF548,Ur- und Frühgeschichte,0
8857,2019,NATA,GESW,PRUEFBESTN,SF012,Archäologie,0
8858,2019,NATD,GESM,PRUEFBESTJ,SF132,Psychologie,3195
8859,2023,NATA,GESW,PRUEFBESTJ,SF068,Geschichte,190
8860,2023,NATA,GESM,PRUEFBESTN,SF166,Sportmanagement/Sportökonomie,5
8861,2020,NATD,GESW,PRUEFBESTN,SF086,"Katholische Theologie, - Religionslehre",23
8862,2021,NATD,GESW,PRUEFBESTN,SF545,"Kath. Religionspäd., kirchliche Bildungsarbeit",0
8863,2023,NATA,GESW,PRUEFBESTN,SF235,Fahrzeugtechnik,5
8864,2021,NATA,GESM,PRUEFBESTN,SF224,Physikal. Technik/Mechanische Verfahrenstechnik,1
8865,2019,NATA,GESM,PRUEFBESTN,SF219,Kunststofftechnik,6
8866,2023,NATD,GESW,PRUEFBESTN,SF101,Restaurierungskunde,1
8867,2022,NATA,GESW,PRUEFBESTN,SF266,Finanzverwaltung,1
8868,2020,NATA,GESM,PRUEFBESTN,SF028,Brauwesen/Getränketechnologie,5
8869,2018,NATD,GESW,PRUEFBESTN,SF188,Allgemeine Literaturwissenschaft,8
8870,2019,NATA,GESW,PRUEFBESTN,SF158,Turkologie,1
8871,2020,NATA,GESW,PRUEFBESTN,SF074,Transport-/Fördertechnik,0
8872,2022,NATA,GESM,PRUEFBESTN,SF183,Wirtschafts-/Sozialgeschichte,0
8873,2022,NATD,GESW,PRUEFBESTN,SF385,Geoökologie,0
8874,2022,NATD,GESM,PRUEFBESTN,SF206,Polnisch,0
8875,2021,NATD,GESM,PRUEFBESTN,SF116,Textilgestaltung,0
8876,2021,NATA,GESW,PRUEFBESTN,SF163,Rhythmik,0
8877,2023,NATD,GESM,PRUEFBESTN,SF152,Allg. Sprachwissenschaft/Indogermanistik,8
8878,2023,NATA,GESM,PRUEFBESTN,SF020,Bergbau/Bergtechnik,1
8879,2021,NATD,GESW,PRUEFBESTN,SF305,Medientechnik,9
8880,2020,NATD,GESM,PRUEFBESTN,SF014,Astrophysik und Astronomie,0
8881,2018,NATD,GESM,PRUEFBESTN,SF009,Anthropologie (Humanbiologie),0
8882,2021,NATD,GESM,PRUEFBESTJ,SF044,Ost- und Südosteuropa-Studien,21
8883,2019,NATD,GESM,PRUEFBESTJ,SF038,Lateinamerika-Studien,22
8884,2022,NATD,GESM,PRUEFBESTN,SF195,Gesundheitspädagogik,0
8885,2019,NATD,GESW,PRUEFBESTJ,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),796
8886,2021,NATD,GESW,PRUEFBESTJ,SF365,Pädagogik der frühen Kindheit,797
8887,2021,NATD,GESW,PRUEFBESTJ,SF125,Agrarökonomie,138
8888,2023,NATA,GESM,PRUEFBESTN,SF260,Bundeswehrverwaltung,0
8889,2019,NATA,GESW,PRUEFBESTJ,SF216,Glastechnik/Keramik,1
8890,2021,NATD,GESM,PRUEFBESTJ,SF284,Angewandte Sprachwissenschaft,186
8891,2021,NATA,GESM,PRUEFBESTJ,SF058,"Forstwissenschaft, -wirtschaft",132
8892,2021,NATA,GESM,PRUEFBESTJ,SF152,Allg. Sprachwissenschaft/Indogermanistik,44
8893,2019,NATA,GESM,PRUEFBESTJ,SF146,Slawistik (Slawische Philologie),16
8894,2021,NATA,GESW,PRUEFBESTJ,SF353,Pflanzenproduktion,5
8895,2019,NATA,GESW,PRUEFBESTJ,SF060,Gartenbau,18
8896,2022,NATD,GESM,PRUEFBESTN,SF290,Sonstige Fächer,0
8897,2022,NATD,GESW,PRUEFBESTN,SF145,Sinologie/Koreanistik,1
8898,2022,NATA,GESM,PRUEFBESTN,SF089,Verkehrsingenieurwesen,0
8899,2022,NATD,GESM,PRUEFBESTN,SF300,Biomedizin,0
8900,2021,NATA,GESW,PRUEFBESTJ,SF019,Orientierungsstudium MINT,0
8901,2022,NATA,GESW,PRUEFBESTN,SF026,Biologie,13
8902,2020,NATD,GESW,PRUEFBESTJ,SF049,Interdisz. Studien (Schwerp. Naturwissenschaften),514
8903,2021,NATD,GESW,PRUEFBESTN,SF056,Finno-Ugristik,0
8904,2021,NATA,GESM,PRUEFBESTJ,SF548,Ur- und Frühgeschichte,8
8905,2020,NATD,GESW,PRUEFBESTJ,SF143,Augenoptik,73
8906,2022,NATA,GESM,PRUEFBESTJ,SF014,Astrophysik und Astronomie,53
8907,2022,NATD,GESM,PRUEFBESTJ,SF146,Slawistik (Slawische Philologie),35
8908,2018,NATD,GESM,PRUEFBESTJ,SF069,Grafikdesign/Kommunikationsgestaltung,1270
8909,2018,NATA,GESM,PRUEFBESTN,SF211,Energieverfahrenstechnik,7
8910,2018,NATA,GESM,PRUEFBESTJ,SF057,Luft- und Raumfahrttechnik,130
8911,2020,NATA,GESM,PRUEFBESTJ,SF063,Geistigbeh./Prakt.-Bildb.-Pädag.(ab 2016 zu SF190),0
8912,2022,NATD,GESW,PRUEFBESTJ,SF084,Italienisch,91
8913,2020,NATA,GESM,PRUEFBESTN,SF361,Schulpädagogik,2
8914,2022,NATA,GESM,PRUEFBESTJ,SF254,Sachunterricht (einschließlich Schulgarten),0
8915,2018,NATA,GESW,PRUEFBESTJ,SF247,Medizinische Informatik,31
8916,2018,NATD,GESW,PRUEFBESTJ,SF139,Russisch,81
8917,2023,NATA,GESM,PRUEFBESTJ,SF223,Nautik/Seefahrt,34
8918,2021,NATA,GESW,PRUEFBESTJ,SF259,Auswärtige Angelegenheiten,0
8919,2020,NATA,GESW,PRUEFBESTJ,SF157,Mikroelektronik,13
8920,2022,NATA,GESW,PRUEFBESTJ,SF202,Fertigungs-/Produktionstechnik,60
8921,2022,NATA,GESW,PRUEFBESTJ,SF192,Dirigieren,25
8922,2020,NATA,GESW,PRUEFBESTJ,SF011,Arbeitslehre/Wirtschaftslehre,7
8923,2018,NATA,GESW,PRUEFBESTJ,SF007,Angewandte Kunst,59
8924,2020,NATA,GESM,PRUEFBESTJ,SF219,Kunststofftechnik,24
8925,2021,NATA,GESW,PRUEFBESTJ,SF113,Musikerziehung,109
8926,2020,NATD,GESM,PRUEFBESTJ,SF075,Holzwirtschaft,52
8927,2023,NATA,GESW,PRUEFBESTJ,SF161,Diakoniewissenschaft,1
8928,2023,NATD,GESM,PRUEFBESTJ,SF235,Fahrzeugtechnik,1404
8929,2023,NATD,GESM,PRUEFBESTN,SF059,Französisch,6
8930,2018,NATA,GESM,PRUEFBESTN,SF118,Technomathematik,2
8931,2018,NATA,GESM,PRUEFBESTJ,SF152,Allg. Sprachwissenschaft/Indogermanistik,41
8932,2020,NATD,GESM,PRUEFBESTN,SF255,Archivwesen,0
8933,2018,NATA,GESM,PRUEFBESTJ,SF548,Ur- und Frühgeschichte,4
8934,2019,NATD,GESM,PRUEFBESTN,SF300,Biomedizin,0
8935,2018,NATD,GESM,PRUEFBESTN,SF008,Anglistik/Englisch,167
8936,2019,NATA,GESM,PRUEFBESTN,SF458,Umweltschutz,3
8937,2023,NATA,GESM,PRUEFBESTJ,SF128,Physik,913
8938,2018,NATD,GESW,PRUEFBESTN,SF041,Sonstiges Orientierungsstudium,0
8939,2019,NATD,GESM,PRUEFBESTN,SF290,Sonstige Fächer,0
8940,2018,NATA,GESW,PRUEFBESTN,SF031,Byzantinistik,0
8941,2018,NATD,GESM,PRUEFBESTJ,SF162,Caritaswissenschaft,11
8942,2023,NATD,GESW,PRUEFBESTJ,SF175,Volkswirtschaftslehre,888
8943,2018,NATD,GESW,PRUEFBESTJ,SF233,Nichtärztliche Heilberufe/Therapien,1734
8944,2018,NATA,GESW,PRUEFBESTN,SF271,Deutsch als Fremdsprache oder als Zweitsprache,9
8945,2021,NATD,GESW,PRUEFBESTN,SF390,Archäometrie (Ingenieurarchäologie),0
8946,2023,NATD,GESW,PRUEFBESTN,SF102,Schauspiel,0
8947,2019,NATA,GESM,PRUEFBESTN,SF062,Gehörlosen-/Schwerhörigenpäd. (ab 2016 zu SF190),0
8948,2018,NATD,GESM,PRUEFBESTN,SF092,"Kunstgeschichte, Kunstwissenschaft",15
8949,2019,NATD,GESM,PRUEFBESTN,SF050,Geografie/Erdkunde,127
8950,2023,NATD,GESW,PRUEFBESTN,SF092,"Kunstgeschichte, Kunstwissenschaft",16
8951,2023,NATA,GESW,PRUEFBESTJ,SF067,Germanistik/Deutsch,498
8952,2020,NATA,GESM,PRUEFBESTN,SF121,Medieninformatik,4
8953,2018,NATA,GESW,PRUEFBESTJ,SF245,Sozialpädagogik,56
8954,2021,NATD,GESW,PRUEFBESTN,SF150,Spanisch,4
8955,2021,NATA,GESM,PRUEFBESTJ,SF150,Spanisch,23
8956,2023,NATA,GESM,PRUEFBESTN,SF165,Orchestermusik,1
8957,2021,NATD,GESM,PRUEFBESTN,SF115,Grundschul-/Primärstufenpädagogik,5
8958,2023,NATD,GESM,PRUEFBESTN,SF153,"Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.)",0
8959,2021,NATA,GESW,PRUEFBESTN,SF162,Caritaswissenschaft,0
8960,2023,NATA,GESW,PRUEFBESTN,SF234,Pflegewissenschaft/-management,2
8961,2019,NATA,GESM,PRUEFBESTJ,SF385,Geoökologie,10
8962,2021,NATA,GESM,PRUEFBESTN,SF225,Textil- und Bekleidungstechnik/-gewerbe,2
8963,2019,NATD,GESW,PRUEFBESTJ,SF320,Ernährungswissenschaft,606
8964,2019,NATD,GESM,PRUEFBESTN,SF206,Polnisch,0
8965,2019,NATD,GESW,PRUEFBESTN,SF385,Geoökologie,0
8966,2019,NATD,GESM,PRUEFBESTN,SF196,Studienkolleg,0
8967,2019,NATA,GESW,PRUEFBESTN,SF011,Arbeitslehre/Wirtschaftslehre,0
8968,2020,NATA,GESW,PRUEFBESTN,SF075,Holzwirtschaft,0
8969,2019,NATA,GESW,PRUEFBESTJ,SF310,Regenerative Energien,20
8970,2022,NATA,GESM,PRUEFBESTN,SF182,Internationale Betriebswirtschaft/Management,32
8971,2020,NATD,GESW,PRUEFBESTN,SF085,Japanologie,3
8972,2021,NATA,GESM,PRUEFBESTJ,SF390,Archäometrie (Ingenieurarchäologie),0
8973,2020,NATD,GESM,PRUEFBESTN,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,0
8974,2019,NATD,GESW,PRUEFBESTN,SF145,Sinologie/Koreanistik,10
8975,2020,NATA,GESM,PRUEFBESTN,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
8976,2022,NATD,GESM,PRUEFBESTN,SF050,Geografie/Erdkunde,18
8977,2018,NATD,GESW,PRUEFBESTN,SF187,Asiatische Sprachen u.Kulturen/Asienwissenschaften,0
8978,2019,NATA,GESM,PRUEFBESTJ,SF019-07,Friesisch (2007 aufgelöst),0
8979,2019,NATA,GESW,PRUEFBESTN,SF157,Mikroelektronik,0
8980,2018,NATA,GESW,PRUEFBESTN,SF177,Werkstofftechnik,8
8981,2022,NATA,GESW,PRUEFBESTN,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",0
8982,2019,NATD,GESW,PRUEFBESTJ,SF227,Weinbau und Kellerwirtschaft,69
8983,2021,NATA,GESW,PRUEFBESTN,SF069,Grafikdesign/Kommunikationsgestaltung,0
8984,2022,NATD,GESM,PRUEFBESTN,SF205,Bildhauerei/Plastik,0
8985,2021,NATA,GESM,PRUEFBESTJ,SF057,Luft- und Raumfahrttechnik,149
8986,2022,NATA,GESW,PRUEFBESTN,SF121,Medieninformatik,3
8987,2021,NATD,GESW,PRUEFBESTN,SF057,Luft- und Raumfahrttechnik,3
8988,2022,NATD,GESM,PRUEFBESTN,SF196,Studienkolleg,0
8989,2019,NATA,GESW,PRUEFBESTJ,SF061,Meliorationswesen,0
8990,2020,NATA,GESW,PRUEFBESTJ,SF158,Turkologie,16
8991,2022,NATD,GESW,PRUEFBESTN,SF144,Technische Kybernetik,0
8992,2021,NATD,GESW,PRUEFBESTJ,SF220,Milch- und Molkereiwirtschaft,8
8993,2019,NATD,GESW,PRUEFBESTJ,SF071,Haushalts- und Ernährungswissenschaft,1304
8994,2022,NATA,GESM,PRUEFBESTN,SF088,Optoelektronik,0
8995,2022,NATD,GESM,PRUEFBESTJ,SF385,Geoökologie,82
8996,2021,NATD,GESW,PRUEFBESTJ,SF126,Pharmazie,1739
8997,2021,NATA,GESW,PRUEFBESTJ,SF018,Berufsbezogene Fremdsprachenausbildung,30
8998,2020,NATD,GESW,PRUEFBESTJ,SF048,Elektrotechnik/Elektronik,810
8999,2019,NATA,GESW,PRUEFBESTJ,SF457,Umwelttechnik (einschließlich Recycling),123
9000,2021,NATA,GESM,PRUEFBESTJ,SF151,Sprachheilpädagogik/Logopädie (ab 2016 zu SF190),0
9001,2019,NATA,GESM,PRUEFBESTJ,SF145,Sinologie/Koreanistik,27
9002,2019,NATD,GESM,PRUEFBESTJ,SF133,Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303),0
9003,2018,NATA,GESM,PRUEFBESTJ,SF058,"Forstwissenschaft, -wirtschaft",101
9004,2022,NATA,GESW,PRUEFBESTJ,SF193,Kirchenmusik,13
9005,2020,NATA,GESW,PRUEFBESTJ,SF012,Archäologie,29
9006,2018,NATA,GESW,PRUEFBESTJ,SF006,Amerikanistik/Amerikakunde,91
9007,2020,NATA,GESM,PRUEFBESTJ,SF064,Naturschutz,26
9008,2022,NATD,GESW,PRUEFBESTJ,SF083,Islamwissenschaft,85
9009,2022,NATA,GESW,PRUEFBESTN,SF027,Blinden-/Sehbehindertenpädagogik(ab 2016 zu SF190),0
9010,2020,NATA,GESM,PRUEFBESTN,SF120,"Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g)",0
9011,2018,NATD,GESM,PRUEFBESTN,SF102,Schauspiel,0
9012,2022,NATA,GESM,PRUEFBESTJ,SF255,Archivwesen,1
9013,2020,NATD,GESM,PRUEFBESTJ,SF074,Transport-/Fördertechnik,92
9014,2023,NATA,GESM,PRUEFBESTJ,SF222,Kommunikations- und Informationstechnik,331
9015,2020,NATD,GESW,PRUEFBESTJ,SF142,Schiffbau/Schiffstechnik,24
9016,2018,NATD,GESW,PRUEFBESTJ,SF234,Pflegewissenschaft/-management,1541
9017,2022,NATA,GESM,PRUEFBESTJ,SF015,Außereurop. Sprachen und Kult. in Ozeanien und Am.,2
9018,2018,NATA,GESW,PRUEFBESTN,SF270,Berufs- und Wirtschaftspädagogik,0
9019,2018,NATA,GESM,PRUEFBESTN,SF212,Feinwerktechnik,0
9020,2018,NATD,GESM,PRUEFBESTJ,SF068,Geschichte,2327
9021,2022,NATD,GESW,PRUEFBESTJ,SF333,Haushaltswissenschaft,30
9022,2018,NATD,GESW,PRUEFBESTN,SF280,Kartografie,1
9023,2020,NATA,GESW,PRUEFBESTJ,SF252,Journalistik (ab 2008 zu SF303),0
9024,2023,NATD,GESW,PRUEFBESTN,SF008,Anglistik/Englisch,112
9025,2023,NATA,GESW,PRUEFBESTJ,SF160,Computerlinguistik,72
9026,2019,NATA,GESM,PRUEFBESTN,SF312,Statistik,0
9027,2019,NATD,GESM,PRUEFBESTJ,SF039,Geowissenschaften allgemein,1064
9028,2021,NATA,GESW,PRUEFBESTJ,SF258,Arbeitsverwaltung,2
9029,2022,NATD,GESM,PRUEFBESTJ,SF145,Sinologie/Koreanistik,64
9030,2022,NATA,GESW,PRUEFBESTJ,SF203,Industriedesign/Produktgestaltung,90
9031,2023,NATA,GESW,PRUEFBESTJ,SF316,Elektronische Energietechnik,35
9032,2023,NATD,GESM,PRUEFBESTJ,SF080,Instrumentalmusik,221
9033,2020,NATA,GESM,PRUEFBESTN,SF026,Biologie,15
9034,2023,NATA,GESM,PRUEFBESTJ,SF225,Textil- und Bekleidungstechnik/-gewerbe,50
9035,2019,NATA,GESM,PRUEFBESTN,SF457,Umwelttechnik (einschließlich Recycling),9
9036,2020,NATA,GESW,PRUEFBESTN,SF072,Interdisz. Studien (Schwerp. Ingenieurwissensch.),14
9037,2019,NATD,GESM,PRUEFBESTN,SF203,Industriedesign/Produktgestaltung,3
9038,2019,NATD,GESM,PRUEFBESTN,SF193,Kirchenmusik,0
9039,2019,NATA,GESM,PRUEFBESTN,SF061,Meliorationswesen,0
9040,2023,NATD,GESM,PRUEFBESTJ,SF081,Iranistik,2
9041,2019,NATD,GESM,PRUEFBESTJ,SF370,Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.,9009
9042,2018,NATD,GESW,PRUEFBESTJ,SF230,Gesang,123
9043,2018,NATD,GESM,PRUEFBESTN,SF007,Angewandte Kunst,3
9044,2023,NATD,GESM,PRUEFBESTJ,SF237,Math.Stat./Wahrscheinlichkeitsr. (ab 2020 z.SF312),0
9045,2018,NATD,GESW,PRUEFBESTN,SF284,Angewandte Sprachwissenschaft,4
9046,2020,NATD,GESM,PRUEFBESTN,SF012,Archäologie,5
9047,2018,NATD,GESM,PRUEFBESTN,SF247,Medizinische Informatik,13
9048,2022,NATA,GESW,PRUEFBESTJ,SF195,Gesundheitspädagogik,18
